"ensembl_gene_id"	"go_id"	"go_term_name"	"go_term_type"	"gene_biotype"
"20477"	"TGME49-201180"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20478"	"TGME49-457390"	""	""	""	"rRNA"
"20479"	"TGME49-252440"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"20480"	"TGME49-252440"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"20481"	"TGME49-252440"	"GO:0016255"	"attachment of GPI anchor to protein"	"biological_process"	"protein_coding"
"20482"	"TGME49-252440"	"GO:0042765"	"GPI-anchor transamidase complex"	"cellular_component"	"protein_coding"
"20483"	"TGME49-252440"	"GO:0003923"	"GPI-anchor transamidase activity"	"molecular_function"	"protein_coding"
"20484"	"TGME49-252440"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20485"	"TGME49-252440"	"GO:0006506"	"GPI anchor biosynthetic process"	"biological_process"	"protein_coding"
"20486"	"TGME49-252440"	"GO:0004197"	"cysteine-type endopeptidase activity"	"molecular_function"	"protein_coding"
"20487"	"TGME49-460490"	""	""	""	"rRNA"
"20488"	"TGME49-210690"	"GO:0003735"	"structural constituent of ribosome"	"molecular_function"	"protein_coding"
"20489"	"TGME49-210690"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"20490"	"TGME49-210690"	"GO:0006412"	"translation"	"biological_process"	"protein_coding"
"20491"	"TGME49-253925"	""	""	""	"protein_coding"
"20492"	"TGME49-264840"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20493"	"TGME49-264840"	"GO:0005622"	"intracellular anatomical structure"	"cellular_component"	"protein_coding"
"20494"	"TGME49-264840"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"20495"	"TGME49-264840"	"GO:0004386"	"helicase activity"	"molecular_function"	"protein_coding"
"20496"	"TGME49-264840"	"GO:0006310"	"DNA recombination"	"biological_process"	"protein_coding"
"20497"	"TGME49-264840"	"GO:0008026"	"GO_0008026"	"go"	"protein_coding"
"20498"	"TGME49-264840"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20499"	"TGME49-261200"	""	""	""	"protein_coding"
"20500"	"TGME49-320460"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20501"	"TGME49-320460"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20502"	"TGME49-320460"	"GO:0008559"	"ABC-type xenobiotic transporter activity"	"molecular_function"	"protein_coding"
"20503"	"TGME49-320460"	"GO:0055085"	"transmembrane transport"	"biological_process"	"protein_coding"
"20504"	"TGME49-320460"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20505"	"TGME49-320460"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20506"	"TGME49-320460"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20507"	"TGME49-320460"	"GO:0140359"	"ABC-type transporter activity"	"molecular_function"	"protein_coding"
"20508"	"TGME49-293740"	""	""	""	"protein_coding"
"20509"	"TGME49-286610"	"GO:0003735"	"structural constituent of ribosome"	"molecular_function"	"protein_coding"
"20510"	"TGME49-286610"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"20511"	"TGME49-286610"	"GO:0006412"	"translation"	"biological_process"	"protein_coding"
"20512"	"TGME49-260410"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20513"	"TGME49-260410"	"GO:0006260"	"DNA replication"	"biological_process"	"protein_coding"
"20514"	"TGME49-260410"	"GO:0003697"	"single-stranded DNA binding"	"molecular_function"	"protein_coding"
"20515"	"TGME49-260410"	"GO:0006270"	"DNA replication initiation"	"biological_process"	"protein_coding"
"20516"	"TGME49-260410"	"GO:0003690"	"double-stranded DNA binding"	"molecular_function"	"protein_coding"
"20517"	"TGME49-460690"	""	""	""	"rRNA"
"20518"	"TGME49-321630"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20519"	"TGME49-321630"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"20520"	"TGME49-459510"	""	""	""	"rRNA"
"20521"	"TGME49-294805"	""	""	""	"protein_coding"
"20522"	"TGME49-296010"	"GO:0005622"	"intracellular anatomical structure"	"cellular_component"	"protein_coding"
"20523"	"TGME49-296010"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"20524"	"TGME49-296010"	"GO:0046854"	"phosphatidylinositol phosphate biosynthetic process"	"biological_process"	"protein_coding"
"20525"	"TGME49-296010"	"GO:0004430"	"1-phosphatidylinositol 4-kinase activity"	"molecular_function"	"protein_coding"
"20526"	"TGME49-296010"	"GO:0048015"	"phosphatidylinositol-mediated signaling"	"biological_process"	"protein_coding"
"20527"	"TGME49-296010"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20528"	"TGME49-296010"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"20529"	"TGME49-204040"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20530"	"TGME49-204040"	"GO:0004190"	"aspartic-type endopeptidase activity"	"molecular_function"	"protein_coding"
"20531"	"TGME49-204040"	"GO:0016485"	"protein processing"	"biological_process"	"protein_coding"
"20532"	"TGME49-204040"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20533"	"TGME49-204040"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"20534"	"TGME49-204040"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"20535"	"TGME49-204040"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"20536"	"TGME49-204040"	"GO:0007219"	"Notch signaling pathway"	"biological_process"	"protein_coding"
"20537"	"TGME49-257010"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20538"	"TGME49-257010"	"GO:0004222"	"metalloendopeptidase activity"	"molecular_function"	"protein_coding"
"20539"	"TGME49-257010"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"20540"	"TGME49-257010"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"20541"	"TGME49-257010"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20542"	"TGME49-257010"	"GO:0008237"	"metallopeptidase activity"	"molecular_function"	"protein_coding"
"20543"	"TGME49-242625"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20544"	"TGME49-242625"	"GO:0016887"	"ATPase"	"molecular_function"	"protein_coding"
"20545"	"TGME49-242625"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20546"	"TGME49-459280"	""	""	""	"rRNA"
"20547"	"TGME49-203160"	""	""	""	"protein_coding"
"20548"	"TGME49-212960"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20549"	"TGME49-212960"	"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"biological_process"	"protein_coding"
"20550"	"TGME49-212960"	"GO:0080009"	"mRNA methylation"	"biological_process"	"protein_coding"
"20551"	"TGME49-212960"	"GO:0006397"	"mRNA processing"	"biological_process"	"protein_coding"
"20552"	"TGME49-212960"	"GO:0008380"	"RNA splicing"	"biological_process"	"protein_coding"
"20553"	"TGME49-285425"	""	""	""	"protein_coding"
"20554"	"TGME49-256965"	""	""	""	"protein_coding"
"20555"	"TGME49-320588"	"GO:0005975"	"carbohydrate metabolic process"	"biological_process"	"protein_coding"
"20556"	"TGME49-320588"	"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"molecular_function"	"protein_coding"
"20557"	"TGME49-320588"	"GO:0004565"	"beta-galactosidase activity"	"molecular_function"	"protein_coding"
"20558"	"TGME49-320588"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20559"	"TGME49-320588"	"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"molecular_function"	"protein_coding"
"20560"	"TGME49-320588"	"GO:0008152"	"metabolic process"	"biological_process"	"protein_coding"
"20561"	"TGME49-457770"	""	""	""	"rRNA"
"20562"	"TGME49-457400"	""	""	""	"rRNA"
"20563"	"TGME49-458020"	""	""	""	"rRNA"
"20564"	"TGME49-243800"	"GO:0004467"	"long-chain fatty acid-CoA ligase activity"	"molecular_function"	"protein_coding"
"20565"	"TGME49-243800"	"GO:0102391"	"decanoate-CoA ligase activity"	"molecular_function"	"protein_coding"
"20566"	"TGME49-243800"	"GO:0016874"	"ligase activity"	"molecular_function"	"protein_coding"
"20567"	"TGME49-243800"	"GO:0001676"	"long-chain fatty acid metabolic process"	"biological_process"	"protein_coding"
"20568"	"TGME49-222952"	""	""	""	"protein_coding"
"20569"	"TGME49-283510"	""	""	""	"protein_coding"
"20570"	"TGME49-320715"	""	""	""	"protein_coding"
"20571"	"TGME49-286560"	"GO:0030529"	"GO_0030529"	"go"	"protein_coding"
"20572"	"TGME49-286560"	"GO:0000956"	"nuclear-transcribed mRNA catabolic process"	"biological_process"	"protein_coding"
"20573"	"TGME49-286560"	"GO:0000398"	"mRNA splicing, via spliceosome"	"biological_process"	"protein_coding"
"20574"	"TGME49-286560"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20575"	"TGME49-255870"	"GO:0048188"	"Set1C/COMPASS complex"	"cellular_component"	"protein_coding"
"20576"	"TGME49-255870"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20577"	"TGME49-239690"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20578"	"TGME49-239690"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"20579"	"TGME49-239690"	"GO:0072546"	"EMC complex"	"cellular_component"	"protein_coding"
"20580"	"TGME49-239690"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20581"	"TGME49-239690"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"20582"	"TGME49-201680"	"GO:0003743"	"translation initiation factor activity"	"molecular_function"	"protein_coding"
"20583"	"TGME49-201680"	"GO:0005852"	"eukaryotic translation initiation factor 3 complex"	"cellular_component"	"protein_coding"
"20584"	"TGME49-201680"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20585"	"TGME49-201680"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20586"	"TGME49-201680"	"GO:0006412"	"translation"	"biological_process"	"protein_coding"
"20587"	"TGME49-201680"	"GO:0006413"	"translational initiation"	"biological_process"	"protein_coding"
"20588"	"TGME49-243620"	"GO:0006397"	"mRNA processing"	"biological_process"	"protein_coding"
"20589"	"TGME49-243620"	"GO:0008380"	"RNA splicing"	"biological_process"	"protein_coding"
"20590"	"TGME49-243620"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20591"	"TGME49-203960"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20592"	"TGME49-203960"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20593"	"TGME49-203960"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20594"	"TGME49-203960"	"GO:0061015"	"snRNA import into nucleus"	"biological_process"	"protein_coding"
"20595"	"TGME49-323010"	""	""	""	"protein_coding"
"20596"	"TGME49-460560"	""	""	""	"rRNA"
"20597"	"TGME49-288950"	""	""	""	"protein_coding"
"20598"	"TGME49-297110"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20599"	"TGME49-297110"	"GO:0003777"	"microtubule motor activity"	"molecular_function"	"protein_coding"
"20600"	"TGME49-297110"	"GO:0007018"	"microtubule-based movement"	"biological_process"	"protein_coding"
"20601"	"TGME49-297110"	"GO:0008017"	"microtubule binding"	"molecular_function"	"protein_coding"
"20602"	"TGME49-297110"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20603"	"TGME49-297110"	"GO:0003774"	"motor activity"	"molecular_function"	"protein_coding"
"20604"	"TGME49-297110"	"GO:1990939"	"ATP-dependent microtubule motor activity"	"molecular_function"	"protein_coding"
"20605"	"TGME49-208030"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"20606"	"TGME49-208030"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"20607"	"TGME49-208030"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20608"	"TGME49-293840"	""	""	""	"protein_coding"
"20609"	"TGME49-458970"	""	""	""	"rRNA"
"20610"	"TGME49-266360"	""	""	""	"protein_coding"
"20611"	"TGME49-319992"	""	""	""	"protein_coding"
"20612"	"TGME49-305160"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20613"	"TGME49-305160"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"20614"	"TGME49-305160"	"GO:0000786"	"nucleosome"	"cellular_component"	"protein_coding"
"20615"	"TGME49-305160"	"GO:0046982"	"protein heterodimerization activity"	"molecular_function"	"protein_coding"
"20616"	"TGME49-305160"	"GO:0005694"	"chromosome"	"cellular_component"	"protein_coding"
"20617"	"TGME49-202572"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20618"	"TGME49-202572"	"GO:0006486"	"protein glycosylation"	"biological_process"	"protein_coding"
"20619"	"TGME49-202572"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"20620"	"TGME49-202572"	"GO:0004579"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"	"molecular_function"	"protein_coding"
"20621"	"TGME49-202572"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20622"	"TGME49-202572"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20623"	"TGME49-202572"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"20624"	"TGME49-202572"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"20625"	"TGME49-202572"	"GO:0008250"	"oligosaccharyltransferase complex"	"cellular_component"	"protein_coding"
"20626"	"TGME49-305570"	"GO:0031514"	"motile cilium"	"cellular_component"	"protein_coding"
"20627"	"TGME49-305570"	"GO:0060271"	"cilium assembly"	"biological_process"	"protein_coding"
"20628"	"TGME49-305570"	"GO:0042073"	"intraciliary transport"	"biological_process"	"protein_coding"
"20629"	"TGME49-305570"	"GO:0015631"	"tubulin binding"	"molecular_function"	"protein_coding"
"20630"	"TGME49-305570"	"GO:0030992"	"intraciliary transport particle B"	"cellular_component"	"protein_coding"
"20631"	"TGME49-328550"	""	""	""	"tRNA"
"20632"	"TGME49-461020"	""	""	""	"rRNA"
"20633"	"TGME49-286760"	""	""	""	"protein_coding"
"20634"	"TGME49-282230"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20635"	"TGME49-282230"	"GO:0004781"	"sulfate adenylyltransferase (ATP) activity"	"molecular_function"	"protein_coding"
"20636"	"TGME49-282230"	"GO:0000103"	"sulfate assimilation"	"biological_process"	"protein_coding"
"20637"	"TGME49-282230"	"GO:0004020"	"adenylylsulfate kinase activity"	"molecular_function"	"protein_coding"
"20638"	"TGME49-282230"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20639"	"TGME49-282230"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"20640"	"TGME49-282230"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"20641"	"TGME49-282230"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20642"	"TGME49-282230"	"GO:0016779"	"nucleotidyltransferase activity"	"molecular_function"	"protein_coding"
"20643"	"TGME49-240247"	""	""	""	"protein_coding"
"20644"	"TGME49-253750"	""	""	""	"protein_coding"
"20645"	"TGME49-298080"	""	""	""	"protein_coding"
"20646"	"TGME49-281520"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20647"	"TGME49-281520"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"20648"	"TGME49-281520"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20649"	"TGME49-285990"	"GO:0051015"	"actin filament binding"	"molecular_function"	"protein_coding"
"20650"	"TGME49-285990"	"GO:0030036"	"actin cytoskeleton organization"	"biological_process"	"protein_coding"
"20651"	"TGME49-285990"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20652"	"TGME49-243450"	"GO:0005525"	"GTP binding"	"molecular_function"	"protein_coding"
"20653"	"TGME49-243450"	"GO:0003924"	"GTPase activity"	"molecular_function"	"protein_coding"
"20654"	"TGME49-260430"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20655"	"TGME49-260430"	"GO:0016462"	"pyrophosphatase activity"	"molecular_function"	"protein_coding"
"20656"	"TGME49-260430"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20657"	"TGME49-260430"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20658"	"TGME49-243760"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20659"	"TGME49-243760"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20660"	"TGME49-266340"	""	""	""	"protein_coding"
"20661"	"TGME49-244390"	"GO:0005198"	"structural molecule activity"	"molecular_function"	"protein_coding"
"20662"	"TGME49-244390"	"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	"biological_process"	"protein_coding"
"20663"	"TGME49-244390"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20664"	"TGME49-244390"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20665"	"TGME49-244390"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"20666"	"TGME49-244390"	"GO:0031410"	"cytoplasmic vesicle"	"cellular_component"	"protein_coding"
"20667"	"TGME49-244390"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20668"	"TGME49-320080"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"20669"	"TGME49-259960"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20670"	"TGME49-259960"	"GO:0045134"	"uridine-diphosphatase activity"	"molecular_function"	"protein_coding"
"20671"	"TGME49-259960"	"GO:0017110"	"nucleoside-diphosphatase activity"	"molecular_function"	"protein_coding"
"20672"	"TGME49-297060"	"GO:0003824"	"catalytic activity"	"molecular_function"	"protein_coding"
"20673"	"TGME49-297060"	"GO:0006096"	"glycolytic process"	"biological_process"	"protein_coding"
"20674"	"TGME49-297060"	"GO:0004619"	"phosphoglycerate mutase activity"	"molecular_function"	"protein_coding"
"20675"	"TGME49-297060"	"GO:0016868"	"intramolecular transferase activity, phosphotransferases"	"molecular_function"	"protein_coding"
"20676"	"TGME49-297060"	"GO:0016853"	"isomerase activity"	"molecular_function"	"protein_coding"
"20677"	"TGME49-291300"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20678"	"TGME49-291300"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20679"	"TGME49-207480"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"20680"	"TGME49-207480"	"GO:0006030"	"chitin metabolic process"	"biological_process"	"protein_coding"
"20681"	"TGME49-207480"	"GO:0008061"	"chitin binding"	"molecular_function"	"protein_coding"
"20682"	"TGME49-207480"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20683"	"TGME49-301440"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20684"	"TGME49-301440"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"20685"	"TGME49-301440"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"20686"	"TGME49-301440"	"GO:0004683"	"calmodulin-dependent protein kinase activity"	"molecular_function"	"protein_coding"
"20687"	"TGME49-301440"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20688"	"TGME49-301440"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20689"	"TGME49-301440"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"20690"	"TGME49-301440"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"20691"	"TGME49-301440"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"20692"	"TGME49-301440"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20693"	"TGME49-283590"	"GO:0015031"	"protein transport"	"biological_process"	"protein_coding"
"20694"	"TGME49-283590"	"GO:0005743"	"mitochondrial inner membrane"	"cellular_component"	"protein_coding"
"20695"	"TGME49-283590"	"GO:0005744"	"TIM23 mitochondrial import inner membrane translocase complex"	"cellular_component"	"protein_coding"
"20696"	"TGME49-283590"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20697"	"TGME49-283590"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"20698"	"TGME49-283590"	"GO:0005739"	"mitochondrion"	"cellular_component"	"protein_coding"
"20699"	"TGME49-265060"	""	""	""	"protein_coding"
"20700"	"TGME49-329500"	""	""	""	"protein_coding"
"20701"	"TGME49-243610"	"GO:0008168"	"methyltransferase activity"	"molecular_function"	"protein_coding"
"20702"	"TGME49-243610"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"20703"	"TGME49-243610"	"GO:0032259"	"methylation"	"biological_process"	"protein_coding"
"20704"	"TGME49-265542"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20705"	"TGME49-265542"	"GO:0004722"	"protein serine/threonine phosphatase activity"	"molecular_function"	"protein_coding"
"20706"	"TGME49-265542"	"GO:0016791"	"phosphatase activity"	"molecular_function"	"protein_coding"
"20707"	"TGME49-265542"	"GO:0043169"	"cation binding"	"molecular_function"	"protein_coding"
"20708"	"TGME49-265542"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20709"	"TGME49-265542"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20710"	"TGME49-265542"	"GO:0004721"	"phosphoprotein phosphatase activity"	"molecular_function"	"protein_coding"
"20711"	"TGME49-265542"	"GO:0006470"	"protein dephosphorylation"	"biological_process"	"protein_coding"
"20712"	"TGME49-265542"	"GO:0106306"	"protein serine phosphatase activity"	"molecular_function"	"protein_coding"
"20713"	"TGME49-265542"	"GO:0106307"	"protein threonine phosphatase activity"	"molecular_function"	"protein_coding"
"20714"	"TGME49-286782"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"20715"	"TGME49-286782"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"20716"	"TGME49-286782"	"GO:0005507"	"copper ion binding"	"molecular_function"	"protein_coding"
"20717"	"TGME49-286782"	"GO:0009308"	"amine metabolic process"	"biological_process"	"protein_coding"
"20718"	"TGME49-286782"	"GO:0048038"	"quinone binding"	"molecular_function"	"protein_coding"
"20719"	"TGME49-286782"	"GO:0008131"	"primary amine oxidase activity"	"molecular_function"	"protein_coding"
"20720"	"TGME49-286782"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"20721"	"TGME49-286782"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20722"	"TGME49-289273"	""	""	""	"protein_coding"
"20723"	"TGME49-263440"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20724"	"TGME49-263440"	"GO:0042254"	"ribosome biogenesis"	"biological_process"	"protein_coding"
"20725"	"TGME49-263440"	"GO:0005654"	"nucleoplasm"	"cellular_component"	"protein_coding"
"20726"	"TGME49-263440"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"20727"	"TGME49-243265"	"GO:0006281"	"DNA repair"	"biological_process"	"protein_coding"
"20728"	"TGME49-243265"	"GO:0000724"	"double-strand break repair via homologous recombination"	"biological_process"	"protein_coding"
"20729"	"TGME49-243265"	"GO:0006974"	"cellular response to DNA damage stimulus"	"biological_process"	"protein_coding"
"20730"	"TGME49-252620"	"GO:0003743"	"translation initiation factor activity"	"molecular_function"	"protein_coding"
"20731"	"TGME49-252620"	"GO:0006413"	"translational initiation"	"biological_process"	"protein_coding"
"20732"	"TGME49-252620"	"GO:0044237"	"cellular metabolic process"	"biological_process"	"protein_coding"
"20733"	"TGME49-252230"	""	""	""	"protein_coding"
"20734"	"TGME49-306338"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20735"	"TGME49-306338"	"GO:0016887"	"ATPase"	"molecular_function"	"protein_coding"
"20736"	"TGME49-306338"	"GO:0031514"	"motile cilium"	"cellular_component"	"protein_coding"
"20737"	"TGME49-306338"	"GO:0003777"	"microtubule motor activity"	"molecular_function"	"protein_coding"
"20738"	"TGME49-306338"	"GO:0007018"	"microtubule-based movement"	"biological_process"	"protein_coding"
"20739"	"TGME49-306338"	"GO:0030286"	"dynein complex"	"cellular_component"	"protein_coding"
"20740"	"TGME49-306338"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"20741"	"TGME49-306338"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"20742"	"TGME49-306338"	"GO:0005856"	"cytoskeleton"	"cellular_component"	"protein_coding"
"20743"	"TGME49-306338"	"GO:0005874"	"microtubule"	"cellular_component"	"protein_coding"
"20744"	"TGME49-306338"	"GO:0008569"	"ATP-dependent microtubule motor activity, minus-end-directed"	"molecular_function"	"protein_coding"
"20745"	"TGME49-319695"	""	""	""	"protein_coding"
"20746"	"TGME49-290320"	""	""	""	"tRNA"
"20747"	"TGME49-305270"	""	""	""	"protein_coding"
"20748"	"TGME49-457310"	""	""	""	"rRNA"
"20749"	"TGME49-206710"	""	""	""	"protein_coding"
"20750"	"TGME49-355200"	""	""	""	"nontranslating_CDS"
"20751"	"TGME49-241010"	"GO:0051260"	"protein homooligomerization"	"biological_process"	"protein_coding"
"20752"	"TGME49-241010"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"20753"	"TGME49-240840"	"GO:0008168"	"methyltransferase activity"	"molecular_function"	"protein_coding"
"20754"	"TGME49-240840"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"20755"	"TGME49-240840"	"GO:0032259"	"methylation"	"biological_process"	"protein_coding"
"20756"	"TGME49-240840"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"20757"	"TGME49-240840"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"20758"	"TGME49-240840"	"GO:0051213"	"dioxygenase activity"	"molecular_function"	"protein_coding"
"20759"	"TGME49-240840"	"GO:0005506"	"iron ion binding"	"molecular_function"	"protein_coding"
"20760"	"TGME49-240840"	"GO:0016706"	"2-oxoglutarate-dependent dioxygenase activity"	"molecular_function"	"protein_coding"
"20761"	"TGME49-244360"	""	""	""	"protein_coding"
"20762"	"TGME49-201785"	""	""	""	"protein_coding"
"20763"	"TGME49-321430"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20764"	"TGME49-321430"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"20765"	"TGME49-321430"	"GO:0006281"	"DNA repair"	"biological_process"	"protein_coding"
"20766"	"TGME49-321430"	"GO:0008094"	"ATPase, acting on DNA"	"molecular_function"	"protein_coding"
"20767"	"TGME49-323000"	""	""	""	"protein_coding"
"20768"	"TGME49-253110"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"20769"	"TGME49-253110"	"GO:0003777"	"microtubule motor activity"	"molecular_function"	"protein_coding"
"20770"	"TGME49-253110"	"GO:0007018"	"microtubule-based movement"	"biological_process"	"protein_coding"
