source_id	description	gene_type	input_ID	external_gene_name	Computed_GO_Component_ID	Computed_GO_Component	Computed_GO_Function_ID	Computed_GO_Function	Computed_GO_Progess_ID	Computed_GO_Progress	Curated_GO_Component_ID	Curated_GO_Component	Curated_GO_Function_ID	Curated_GO_Function	Curated_GO_Process_ID	Curated_GO_Process	ensembl_gene_id	description_1	hyperlopet_allocation
TGME49_254070-t26_1	hypothetical protein	protein coding gene	TGME49_254070	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254070	hypothetical protein	rhoptries 2
TGME49_254080-t26_1	metal cation transporter, ZIP family protein	protein coding gene	TGME49_254080	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0046873	metal ion transmembrane transporter activity	GO:0030001;GO:0055085	metal ion transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254080	metal cation transporter	unknown
TGME49_254365-t26_1	phosphatidate cytidylyltransferase	protein coding gene	TGME49_254365	N/A	GO:0016021	integral component of membrane	GO:0016779	nucleotidyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254365	phosphatidate cytidylyltransferase	PM - integral
TGME49_254470-t26_1	hypothetical protein	protein coding gene	TGME49_254470	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254470	hypothetical protein	dense granules
TGME49_254520-t26_1	mediator complex subunit MED11	protein coding gene	TGME49_254520	MED11	GO:0016272	prefoldin complex	GO:0051082	unfolded protein binding	GO:0006457	protein folding	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254520	mediator complex subunit MED11	cytosol
TGME49_254870-t26_1	hypothetical protein	protein coding gene	TGME49_254870	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254870	hypothetical protein	cytosol
TGME49_254880-t26_1	Alpha-galactosidase	protein coding gene	TGME49_254880	N/A	GO:0016021	integral component of membrane	GO:0004557;GO:0003824;GO:0004553;GO:0052692	alpha-galactosidase activity;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;raffinose alpha-galactosidase activity	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-254880	Alpha-galactosidase	rhoptries 2
TGME49_255260-t26_1	apical membrane antigen AMA1	protein coding gene	TGME49_255260	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	N/A	N/A	GO:0009405	obsolete pathogenesis	GO:0045177;GO:0070258	apical part of cell;inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-255260	apical membrane antigen AMA1	micronemes
TGME49_256030-t26_1	hypothetical protein	protein coding gene	TGME49_256030	N/A	N/A	N/A	N/A	N/A	GO:0035556	intracellular signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-256030	hypothetical protein	apical 1
TGME49_257300-t26_1	hypothetical protein	protein coding gene	TGME49_257300	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-257300	hypothetical protein	apical 1
TGME49_257350-t26_1	eukaryotic translation initiation factor, putative	protein coding gene	TGME49_257350	N/A	N/A	N/A	GO:0003723;GO:0005515;GO:0003743	RNA binding;protein binding;translation initiation factor activity	GO:0016070	RNA metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-257350	eukaryotic translation initiation factor	unknown
TGME49_257430-t26_1	hypothetical protein	protein coding gene	TGME49_257430	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-257430	hypothetical protein	apical 1
TGME49_257470-t26_1	myosin J	protein coding gene	TGME49_257470	N/A	GO:0016459	myosin complex	GO:0005524;GO:0003779;GO:0003774	ATP binding;actin binding;cytoskeletal motor activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-257470	myosin J	dense granules
TGME49_257530-t26_1	transporter, major facilitator family protein	protein coding gene	TGME49_257530	N/A	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-257530	transporter	PM - integral
TGME49_257680-t26_1	myosin light chain MLC1	protein coding gene	TGME49_257680	N/A	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	GO:0005737;GO:0070258;GO:0005886	cytoplasm;inner membrane pellicle complex;plasma membrane	N/A	N/A	N/A	N/A	TGME49-257680	myosin light chain MLC1	IMC
TGME49_258100-t26_1	TPR repeat region protein	protein coding gene	TGME49_258100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258100	TPR repeat region protein	mitochondrion - soluble
TGME49_258150-t26_1	proteasome subunit alpha type 7, putative	protein coding gene	TGME49_258150	N/A	GO:0005737;GO:0005634;GO:0005839;GO:0019773	cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex	GO:0004175;GO:0004298	endopeptidase activity;threonine-type endopeptidase activity	GO:0051603;GO:0006511	proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258150	proteasome subunit alpha type 7	20S proteasome
TGME49_258230-t26_1	rhoptry kinase family protein ROP20	protein coding gene	TGME49_258230	ROP20	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258230	rhoptry kinase family protein ROP20	rhoptries 1
TGME49_258360-t26_1	hypothetical protein	protein coding gene	TGME49_258360	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258360	hypothetical protein	rhoptries 1
TGME49_258410-t26_1	photosensitized INA-labeled protein PHIL1	protein coding gene	TGME49_258410	PHIL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258410	photosensitized INA-labeled protein PHIL1	IMC
TGME49_258470-t26_1	hypothetical protein	protein coding gene	TGME49_258470	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258470	hypothetical protein	IMC
TGME49_258480-t26_1	hypothetical protein	protein coding gene	TGME49_258480	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258480	hypothetical protein	nucleus - chromatin
TGME49_258580-t26_1	rhoptry protein ROP17	protein coding gene	TGME49_258580	ROP17	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258580	rhoptry protein ROP17	rhoptries 1
TGME49_258660-t26_1	rhoptry protein ROP6	protein coding gene	TGME49_258660	ROP6	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258660	rhoptry protein ROP6	rhoptries 2
TGME49_258730-t26_1	hypothetical protein	protein coding gene	TGME49_258730	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258730	hypothetical protein	ER 1
TGME49_258780-t26_1	OTU family cysteine protease	protein coding gene	TGME49_258780	N/A	N/A	N/A	GO:0008233	peptidase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258780	OTU family cysteine protease	PM - peripheral 2
TGME49_258870-t26_1	hypothetical protein	protein coding gene	TGME49_258870	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-258870	hypothetical protein	dense granules
TGME49_259260-t26_1	membrane protein FtsH1	protein coding gene	TGME49_259260	N/A	GO:0016021	integral component of membrane	GO:0005524;GO:0016887;GO:0004222;GO:0008568	ATP binding;ATP hydrolysis activity;metalloendopeptidase activity;microtubule-severing ATPase activity	GO:0006508	proteolysis	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	TGME49-259260	membrane protein FtsH1	apicoplast
TGME49_259550-t26_1	dihydropteroate synthase	protein coding gene	TGME49_259550	N/A	N/A	N/A	GO:0003848;GO:0004156	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity;dihydropteroate synthase activity	GO:0044237;GO:0009396;GO:0042558	cellular metabolic process;folic acid-containing compound biosynthetic process;pteridine-containing compound metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-259550	dihydropteroate synthase	cytosol
TGME49_259700-t26_1	hypothetical protein	protein coding gene	TGME49_259700	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-259700	hypothetical protein	rhoptries 1
TGME49_259940-t26_1	hypothetical protein	protein coding gene	TGME49_259940	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-259940	hypothetical protein	PM - integral
TGME49_259950-t26_1	carbonate dehydratase, eukaryotic-type domain-containing protein	protein coding gene	TGME49_259950	N/A	N/A	N/A	GO:0004089;GO:0008270	carbonate dehydratase activity;zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-259950	carbonate dehydratase	unknown
TGME49_260370-t26_1	AtPH1 family protein	protein coding gene	TGME49_260370	N/A	N/A	N/A	GO:0005543;GO:0005515	phospholipid binding;protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-260370	AtPH1 family protein	cytosol
TGME49_260440-t26_1	nuclear factor NF3	protein coding gene	TGME49_260440	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737;GO:0005634	cytoplasm;nucleus	N/A	N/A	N/A	N/A	TGME49-260440	nuclear factor NF3	cytosol
TGME49_260500-t26_1	COPI associated protein, putative	protein coding gene	TGME49_260500	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-260500	COPI associated protein	unknown
TGME49_260510-t26_1	ubiquitin thioesterase otubain-like family protein	protein coding gene	TGME49_260510	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-260510	ubiquitin thioesterase otubain-like family protein	cytosol
TGME49_260540-t26_1	alveolin domain containing intermediate filament IMC14	protein coding gene	TGME49_260540	ALV9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-260540	alveolin domain containing intermediate filament IMC14	IMC
TGME49_260820-t26_1	IMC sub-compartment protein ISP1	protein coding gene	TGME49_260820	ISP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-260820	IMC sub-compartment protein ISP1	apical 1
TGME49_260825-t26_1	hypothetical protein	protein coding gene	TGME49_260825	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-260825	hypothetical protein	apical 1
TGME49_261000-t26_1	MutS domain V domain-containing protein	protein coding gene	TGME49_261000	N/A	GO:0032300	mismatch repair complex	GO:0005524;GO:0003677;GO:0030983	ATP binding;DNA binding;mismatched DNA binding	GO:0006298	mismatch repair	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-261000	MutS domain V domain-containing protein	cytosol
TGME49_261070-t26_1	apicoplast triosephosphate translocator APT1	protein coding gene	TGME49_261070	APT1	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	TGME49-261070	apicoplast triosephosphate translocator APT1	apicoplast
TGME49_261250-t26_1	histone H2A1	protein coding gene	TGME49_261250	N/A	GO:0005622;GO:0000786;GO:0005634	intracellular anatomical structure;nucleosome;nucleus	GO:0003677;GO:0046982;GO:0043565	DNA binding;protein heterodimerization activity;sequence-specific DNA binding	N/A	N/A	GO:0005634	nucleus	N/A	N/A	N/A	N/A	TGME49-261250	histone H2A1	nucleus - chromatin
TGME49_261740-t26_1	hypothetical protein	protein coding gene	TGME49_261740	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-261740	hypothetical protein	rhoptries 1
TGME49_261750-t26_1	rhoptry neck protein RON10	protein coding gene	TGME49_261750	RON10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-261750	rhoptry neck protein RON10	rhoptries 2
TGME49_261950-t26_1	ATP synthase beta subunit ATP-B	protein coding gene	TGME49_261950	ATPB	GO:0045261;GO:0016469;GO:0033178	proton-transporting ATP synthase complex, catalytic core F(1);proton-transporting two-sector ATPase complex;proton-transporting two-sector ATPase complex, catalytic domain	GO:0005524;GO:0042626;GO:0016787;GO:0046933;GO:0046961	ATP binding;ATPase-coupled transmembrane transporter activity;hydrolase activity;proton-transporting ATP synthase activity, rotational mechanism;proton-transporting ATPase activity, rotational mechanism	GO:0046034;GO:0015986;GO:1902600	ATP metabolic process;ATP synthesis coupled proton transport;proton transmembrane transport	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	TGME49-261950	ATP synthase beta subunit ATP-B	mitochondrion - membranes
TGME49_262010-t26_1	calmodulin CAM2	protein coding gene	TGME49_262010	CAM2	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	GO:0045177;GO:0070258	apical part of cell;inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-262010	calmodulin CAM2	apical 2
TGME49_262050-t26_1	rhoptry kinase family protein ROP39	protein coding gene	TGME49_262050	ROP39	GO:0016020	membrane	GO:0005524;GO:0004687;GO:0016773;GO:0004672	ATP binding;myosin light chain kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity	GO:0009103;GO:0006468	lipopolysaccharide biosynthetic process;protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262050	rhoptry kinase family protein ROP39	rhoptries 2
TGME49_262450-t26_1	hypothetical protein	protein coding gene	TGME49_262450	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262450	hypothetical protein	nucleus - chromatin
TGME49_262490-t26_1	alpha/beta hydrolase, putative	protein coding gene	TGME49_262490	N/A	N/A	N/A	GO:0047372	acylglycerol lipase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262490	alpha/beta hydrolase	unknown
TGME49_262560-t26_1	hypothetical protein	protein coding gene	TGME49_262560	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262560	hypothetical protein	Golgi
TGME49_262710-t26_1	Ctr copper transporter family protein	protein coding gene	TGME49_262710	N/A	GO:0016021	integral component of membrane	GO:0005375	copper ion transmembrane transporter activity	GO:0035434	copper ion transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262710	Ctr copper transporter family protein	Golgi
TGME49_262730-t26_1	rhoptry protein ROP16	protein coding gene	TGME49_262730	ROP16	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-262730	rhoptry protein ROP16	rhoptries 1
TGME49_262780-t26_1	FHA domain-containing protein	protein coding gene	TGME49_262780	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262780	FHA domain-containing protein	nucleus - non-chromatin
TGME49_262920-t26_1	trypsin domain-containing protein	protein coding gene	TGME49_262920	N/A	N/A	N/A	GO:0004252	serine-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-262920	trypsin domain-containing protein	rhoptries 1
TGME49_263180-t26_1	myosin D	protein coding gene	TGME49_263180	N/A	GO:0016459	myosin complex	GO:0005524;GO:0003779;GO:0003774	ATP binding;actin binding;cytoskeletal motor activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-263180	myosin D	PM - peripheral 1
TGME49_263200-t26_1	hypothetical protein	protein coding gene	TGME49_263200	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-263200	hypothetical protein	apical 1
TGME49_263500-t26_1	vacuolar protein sorting-associated protein 26, putative	protein coding gene	TGME49_263500	N/A	GO:0030904	retromer complex	N/A	N/A	GO:0006886;GO:0007034	intracellular protein transport;vacuolar transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-263500	vacuolar protein sorting-associated protein 26	unknown
TGME49_263520-t26_1	microtubule associated protein SPM1	protein coding gene	TGME49_263520	SPM1	N/A	N/A	GO:0008017	microtubule binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-263520	microtubule associated protein SPM1	tubulin cytoskeleton
TGME49_263840-t26_1	hypothetical protein	protein coding gene	TGME49_263840	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-263840	hypothetical protein	mitochondrion - soluble
TGME49_264000-t26_1	aldehyde dehydrogenase	protein coding gene	TGME49_264000	N/A	N/A	N/A	GO:0004029;GO:0043878;GO:0016491;GO:0016620	aldehyde dehydrogenase (NAD+) activity;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0008152;GO:0055114	metabolic process;obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-264000	aldehyde dehydrogenase	Golgi
TGME49_264050-t26_1	ubiquitin-conjugating enzyme subfamily protein	protein coding gene	TGME49_264050	N/A	N/A	N/A	GO:0016881;GO:0016874;GO:0004842	acid-amino acid ligase activity;ligase activity;ubiquitin-protein transferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-264050	ubiquitin-conjugating enzyme subfamily protein	cytosol
TGME49_264600-t26_1	hypothetical protein	protein coding gene	TGME49_264600	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-264600	hypothetical protein	rhoptries 2
TGME49_264660-t26_1	SAG-related sequence SRS44	protein coding gene	TGME49_264660	SRS44	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0016787	hydrolase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-264660	SAG-related sequence SRS44	dense granules
TGME49_265170-t26_1	hypothetical protein	protein coding gene	TGME49_265170	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-265170	hypothetical protein	ER 1
TGME49_265310-t26_1	heat shock protein 40, putative	protein coding gene	TGME49_265310	N/A	N/A	N/A	GO:0031072;GO:0051082	heat shock protein binding;unfolded protein binding	GO:0006457	protein folding	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-265310	heat shock protein 40	unknown
TGME49_265450-t26_1	hexokinase	protein coding gene	TGME49_265450	N/A	GO:0005623	obsolete cell	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	GO:0005737	cytoplasm	N/A	N/A	N/A	N/A	TGME49-265450	hexokinase	cytosol
TGME49_266030-t26_1	pre-mRNA splicing factor, putative	protein coding gene	TGME49_266030	N/A	N/A	N/A	GO:0005524;GO:0008134	ATP binding;transcription factor binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266030	pre-mRNA splicing factor	unknown
TGME49_266050-t26_1	hypothetical protein	protein coding gene	TGME49_266050	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266050	hypothetical protein	dense granules
TGME49_266090-t26_1	hypothetical protein	protein coding gene	TGME49_266090	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266090	hypothetical protein	IMC
TGME49_266435-t26_1	hypothetical protein	protein coding gene	TGME49_266435	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266435	hypothetical protein	rhoptries 1
TGME49_266630-t26_1	hypothetical protein	protein coding gene	TGME49_266630	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266630	hypothetical protein	apical 1
TGME49_266640-t26_1	Acetyl-coenzyme A synthetase 2, putative	protein coding gene	TGME49_266640	N/A	N/A	N/A	GO:0016208;GO:0005524;GO:0003987;GO:0003824	AMP binding;ATP binding;acetate-CoA ligase activity;catalytic activity	GO:0019427;GO:0008152	acetyl-CoA biosynthetic process from acetate;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266640	Acetyl-coenzyme A synthetase 2	unknown
TGME49_266760-t26_1	isocitrate dehydrogenase	protein coding gene	TGME49_266760	N/A	N/A	N/A	GO:0051287;GO:0004450;GO:0000287;GO:0016616	NAD binding;isocitrate dehydrogenase (NADP+) activity;magnesium ion binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0006102;GO:0055114	isocitrate metabolic process;obsolete oxidation-reduction process	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	TGME49-266760	isocitrate dehydrogenase	nucleus - chromatin
TGME49_266970-t26_1	hypothetical protein	protein coding gene	TGME49_266970	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-266970	hypothetical protein	PM - peripheral 2
TGME49_267300-t26_1	hypothetical protein	protein coding gene	TGME49_267300	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-267300	hypothetical protein	PM - integral
TGME49_267600-t26_1	FHA domain-containing protein	protein coding gene	TGME49_267600	N/A	N/A	N/A	GO:0003723;GO:0003676;GO:0005515	RNA binding;nucleic acid binding;protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-267600	FHA domain-containing protein	cytosol
TGME49_267620-t26_1	multi-pass transmembrane protein	protein coding gene	TGME49_267620	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-267620	multi-pass transmembrane protein	IMC
TGME49_267680-t26_1	microneme protein MIC12	protein coding gene	TGME49_267680	MIC12	N/A	N/A	GO:0005509;GO:0005515	calcium ion binding;protein binding	N/A	N/A	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-267680	microneme protein MIC12	micronemes
TGME49_268760-t26_1	hypothetical protein	protein coding gene	TGME49_268760	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-268760	hypothetical protein	rhoptries 1
TGME49_268870-t26_1	tetratricopeptide repeat-containing protein	protein coding gene	TGME49_268870	N/A	N/A	N/A	GO:0016491;GO:0005515	oxidoreductase activity;protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-268870	tetratricopeptide repeat-containing protein	cytosol
TGME49_268880-t26_1	hypothetical protein	protein coding gene	TGME49_268880	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-268880	hypothetical protein	mitochondrion - soluble
TGME49_269340-t26_1	hypothetical protein	protein coding gene	TGME49_269340	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-269340	hypothetical protein	dense granules
TGME49_269460-t26_1	Ser/Thr phosphatase family protein	protein coding gene	TGME49_269460	N/A	N/A	N/A	GO:0005509;GO:0016787;GO:0004721	calcium ion binding;hydrolase activity;phosphoprotein phosphatase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-269460	Ser/Thr phosphatase family protein	dense granules
TGME49_269885-t26_1	rhoptry metalloprotease toxolysin TLN1	protein coding gene	TGME49_269885	TLN1	N/A	N/A	GO:0003824;GO:0046872;GO:0004222;GO:0008237;GO:0008270	catalytic activity;metal ion binding;metalloendopeptidase activity;metallopeptidase activity;zinc ion binding	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-269885	rhoptry metalloprotease toxolysin TLN1	rhoptries 2
TGME49_269980-t26_1	preprotein translocase Sec61, putative	protein coding gene	TGME49_269980	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0015450	protein-transporting ATPase activity	GO:0015031	protein transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-269980	preprotein translocase Sec61	ER 1
TGME49_270200-t26_1	hypothetical protein	protein coding gene	TGME49_270200	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-270200	hypothetical protein	rhoptries 2
TGME49_270370-t26_1	clathrin assembly protein AP19, putative	protein coding gene	TGME49_270370	N/A	GO:0016020	membrane	N/A	N/A	GO:0006886;GO:0015031	intracellular protein transport;protein transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-270370	clathrin assembly protein AP19	unknown
TGME49_270840-t26_1	poly(ADP-ribose) polymerase catalytic domain-containing protein	protein coding gene	TGME49_270840	N/A	GO:0005622;GO:0005634	intracellular anatomical structure;nucleus	GO:0003677;GO:0003950;GO:0008270	DNA binding;NAD+ ADP-ribosyltransferase activity;zinc ion binding	GO:0006471	protein ADP-ribosylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-270840	poly(ADP-ribose) polymerase catalytic domain-containing protein	nucleus - chromatin
TGME49_271050-t26_1	SAG-related sequence SRS34A	protein coding gene	TGME49_271050	SAG2A	GO:0016020	membrane	N/A	N/A	N/A	N/A	GO:0005886	plasma membrane	N/A	N/A	N/A	N/A	TGME49-271050	SAG-related sequence SRS34A	PM - peripheral 1
TGME49_271270-t26_1	hypothetical protein	protein coding gene	TGME49_271270	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-271270	hypothetical protein	rhoptries 2
TGME49_271460-t26_1	protein c14orf29, putative	protein coding gene	TGME49_271460	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-271460	protein c14orf29	unknown
TGME49_271930-t26_1	hypothetical protein	protein coding gene	TGME49_271930	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-271930	hypothetical protein	IMC
TGME49_271970-t26_1	glideosome-associated protein with multiple-membrane spans GAPM3	protein coding gene	TGME49_271970	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0070258	inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-271970	glideosome-associated protein with multiple-membrane spans GAPM3	IMC
TGME49_272640-t26_1	eukaryotic initiation factor-2B, epsilon subunit, putative	protein coding gene	TGME49_272640	N/A	N/A	N/A	GO:0003743	translation initiation factor activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-272640	eukaryotic initiation factor-2B	49.161826
